day,y1
1.310000000000000053e+00,-2.572989123700000036e+01
1.320000000000000062e+00,-2.574438067199999836e+01
1.330000000000000071e+00,-2.575363483699999989e+01
1.340000000000000080e+00,-2.575765019199999983e+01
1.350000000000000089e+00,-2.575642312500000131e+01
1.360000000000000098e+00,-2.574994995200000147e+01
1.370000000000000107e+00,-2.573822691699999865e+01
1.379999999999999893e+00,-2.572125019199999940e+01
1.389999999999999902e+00,-2.569901587700000078e+01
1.399999999999999911e+00,-2.567152000000000100e+01
1.409999999999999920e+00,-2.563875851699999942e+01
1.419999999999999929e+00,-2.560072731200000007e+01
1.429999999999999938e+00,-2.555742219700000106e+01
1.439999999999999947e+00,-2.550883891200000164e+01
1.449999999999999956e+00,-2.545497312499999865e+01
1.459999999999999964e+00,-2.539582043200000072e+01
1.469999999999999973e+00,-2.533137635699999990e+01
1.479999999999999982e+00,-2.526163635200000002e+01
1.489999999999999991e+00,-2.518659579699999895e+01
1.500000000000000000e+00,-2.510624999999999929e+01
1.510000000000000009e+00,-2.502059419700000120e+01
1.520000000000000018e+00,-2.492962355199999891e+01
1.530000000000000027e+00,-2.483333315699999844e+01
1.540000000000000036e+00,-2.473171803199999985e+01
1.550000000000000044e+00,-2.462477312500000082e+01
1.560000000000000053e+00,-2.451249331200000015e+01
1.570000000000000062e+00,-2.439487339700000135e+01
1.580000000000000071e+00,-2.427190811199999843e+01
1.590000000000000080e+00,-2.414359211700000074e+01
1.600000000000000089e+00,-2.400992000000000104e+01
1.610000000000000098e+00,-2.387088627700000032e+01
1.620000000000000107e+00,-2.372648539200000073e+01
1.629999999999999893e+00,-2.357671171699999846e+01
1.639999999999999902e+00,-2.342155955200000150e+01
1.649999999999999911e+00,-2.326102312500000124e+01
1.659999999999999920e+00,-2.309509659200000087e+01
1.669999999999999929e+00,-2.292377403700000116e+01
1.679999999999999938e+00,-2.274704947200000049e+01
1.689999999999999947e+00,-2.256491683699999840e+01
1.699999999999999956e+00,-2.237736999999999910e+01
1.709999999999999964e+00,-2.218440275700000086e+01
1.719999999999999973e+00,-2.198600883199999956e+01
1.729999999999999982e+00,-2.178218187699999930e+01
1.739999999999999991e+00,-2.157291547199999826e+01
1.750000000000000000e+00,-2.135820312499999929e+01
1.760000000000000009e+00,-2.113803827199999930e+01
1.770000000000000018e+00,-2.091241427699999988e+01
1.780000000000000027e+00,-2.068132443200000026e+01
1.790000000000000036e+00,-2.044476195700000076e+01
1.800000000000000044e+00,-2.020271999999999935e+01
1.810000000000000053e+00,-1.995519163699999865e+01
1.820000000000000062e+00,-1.970216987199999892e+01
1.830000000000000071e+00,-1.944364763700000154e+01
1.840000000000000080e+00,-1.917961779199999839e+01
1.850000000000000089e+00,-1.891007312500000026e+01
1.860000000000000098e+00,-1.863500635200000133e+01
1.870000000000000107e+00,-1.835441011700000047e+01
1.879999999999999893e+00,-1.806827699200000126e+01
1.889999999999999902e+00,-1.777659947700000131e+01
1.899999999999999911e+00,-1.747936999999999941e+01
1.909999999999999920e+00,-1.717658091699999900e+01
1.919999999999999929e+00,-1.686822451200000117e+01
1.929999999999999938e+00,-1.655429299700000101e+01
1.939999999999999947e+00,-1.623477851199999833e+01
1.949999999999999956e+00,-1.590967312499999942e+01
1.959999999999999964e+00,-1.557896883199999927e+01
1.969999999999999973e+00,-1.524265755699999936e+01
1.979999999999999982e+00,-1.490073115200000053e+01
1.989999999999999991e+00,-1.455318139699999946e+01
2.000000000000000000e+00,-1.419999999999999929e+01
2.009999999999999787e+00,-1.384117859700000075e+01
2.020000000000000018e+00,-1.347670875200000040e+01
2.029999999999999805e+00,-1.310658195699999951e+01
2.040000000000000036e+00,-1.273078963200000047e+01
2.049999999999999822e+00,-1.234932312499999973e+01
2.060000000000000053e+00,-1.196217371200000024e+01
2.069999999999999840e+00,-1.156933259700000072e+01
2.080000000000000071e+00,-1.117079091199999930e+01
2.089999999999999858e+00,-1.076653971700000056e+01
2.100000000000000089e+00,-1.035656999999999961e+01
2.109999999999999876e+00,-9.940872676999999769e+00
2.120000000000000107e+00,-9.519438592000000199e+00
2.129999999999999893e+00,-9.092258516999999429e+00
2.140000000000000124e+00,-8.659323152000000690e+00
2.149999999999999911e+00,-8.220623124999999476e+00
2.160000000000000142e+00,-7.776148992000000426e+00
2.169999999999999929e+00,-7.325891236999999556e+00
2.180000000000000160e+00,-6.869840272000000247e+00
2.189999999999999947e+00,-6.407986436999999924e+00
2.200000000000000178e+00,-5.940319999999999823e+00
2.209999999999999964e+00,-5.466831156999999664e+00
2.220000000000000195e+00,-4.987510032000000315e+00
2.229999999999999982e+00,-4.502346677000000241e+00
2.240000000000000213e+00,-4.011331071999999942e+00
2.250000000000000000e+00,-3.514453125000000178e+00
2.259999999999999787e+00,-3.011702672000000192e+00
2.270000000000000018e+00,-2.503069476999999932e+00
2.279999999999999805e+00,-1.988543232000000049e+00
2.290000000000000036e+00,-1.468113556999999902e+00
2.299999999999999822e+00,-9.417700000002999783e-01
2.310000000000000053e+00,-4.095020370001999921e-01
2.319999999999999840e+00,1.287009279997000100e-01
2.330000000000000071e+00,6.728495629997000016e-01
2.339999999999999858e+00,1.222954607999999999e+00
2.350000000000000089e+00,1.779026875000000008e+00
2.359999999999999876e+00,2.341077247999999944e+00
2.370000000000000107e+00,2.909116683000000148e+00
2.379999999999999893e+00,3.483156208000000031e+00
2.390000000000000124e+00,4.063206923000000081e+00
2.399999999999999911e+00,4.649280000000000079e+00
2.410000000000000142e+00,5.241386682999999991e+00
2.419999999999999929e+00,5.839538287999999966e+00
2.430000000000000160e+00,6.443746202999999895e+00
2.439999999999999947e+00,7.054021888000000295e+00
2.450000000000000178e+00,7.670376874998999561e+00
2.459999999999999964e+00,8.292822767999000533e+00
2.470000000000000195e+00,8.921371242998999307e+00
2.479999999999999982e+00,9.556034047999000691e+00
2.490000000000000213e+00,1.019682300300000044e+01
2.500000000000000000e+00,1.084375000000000000e+01
2.509999999999999787e+00,1.149682700299999993e+01
2.520000000000000018e+00,1.215606604799999957e+01
2.529999999999999805e+00,1.282147924300000064e+01
2.540000000000000036e+00,1.349307876800000017e+01
2.549999999999999822e+00,1.417087687499999937e+01
2.560000000000000053e+00,1.485488588800000009e+01
2.569999999999999840e+00,1.554511820299999947e+01
2.580000000000000071e+00,1.624158628800000059e+01
2.589999999999999858e+00,1.694430268300000009e+01
2.600000000000000089e+00,1.765327999999999875e+01
2.609999999999999876e+00,1.836853092300000156e+01
2.620000000000000107e+00,1.909006820800000170e+01
2.629999999999999893e+00,1.981790468299999830e+01
2.640000000000000124e+00,2.055205324800000000e+01
2.649999999999999911e+00,2.129252687500000008e+01
2.660000000000000142e+00,2.203933860800000133e+01
2.669999999999999929e+00,2.279250156299999830e+01
2.680000000000000160e+00,2.355202892799999859e+01
2.689999999999999947e+00,2.431793396300000154e+01
2.700000000000000178e+00,2.509022999999999826e+01
2.709999999999999964e+00,2.586893044300000000e+01
2.720000000000000195e+00,2.665404876799999911e+01
2.729999999999999982e+00,2.744559852300000102e+01
2.740000000000000213e+00,2.824359332799999933e+01
2.750000000000000000e+00,2.904804687500000071e+01
2.759999999999999787e+00,2.985897292800000002e+01
2.770000000000000018e+00,3.067638532300000165e+01
2.779999999999999805e+00,3.150029796800000170e+01
2.790000000000000036e+00,3.233072484299999871e+01
2.799999999999999822e+00,3.316767999999999716e+01
2.810000000000000053e+00,3.401117756299999684e+01
2.819999999999999840e+00,3.486123172799999992e+01
2.830000000000000071e+00,3.571785676300000034e+01
2.839999999999999858e+00,3.658106700799999800e+01
2.850000000000000089e+00,3.745087687499999873e+01
2.859999999999999876e+00,3.832730084800000014e+01
2.870000000000000107e+00,3.921035348299999868e+01
2.879999999999999893e+00,4.010004940799999673e+01
2.890000000000000124e+00,4.099640332300000267e+01
2.899999999999999911e+00,4.189943000000000239e+01
2.910000000000000142e+00,4.280914428300000196e+01
2.919999999999999929e+00,4.372556108799999919e+01
2.930000000000000160e+00,4.464869540299999784e+01
2.939999999999999947e+00,4.557856228800000054e+01
2.950000000000000178e+00,4.651517687500000164e+01
2.959999999999999964e+00,4.745855436800000149e+01
2.970000000000000195e+00,4.840871004299999925e+01
2.979999999999999982e+00,4.936565924800000005e+01
2.990000000000000213e+00,5.032941740300000077e+01
3.000000000000000000e+00,5.129999999999999716e+01
3.009999999999999787e+00,5.227742260299999799e+01
3.020000000000000018e+00,5.326170084799999671e+01
3.029999999999999805e+00,5.425285044299999981e+01
3.040000000000000036e+00,5.525088716799999844e+01
3.049999999999999822e+00,5.625582687499999679e+01
3.060000000000000053e+00,5.726768548799999792e+01
3.069999999999999840e+00,5.828647900299999662e+01
3.080000000000000071e+00,5.931222348800000077e+01
3.089999999999999858e+00,6.034493508300000286e+01
3.100000000000000089e+00,6.138463000000000136e+01
3.109999999999999876e+00,6.243132452300000068e+01
3.120000000000000107e+00,6.348503500799999699e+01
3.129999999999999893e+00,6.454577788299999952e+01
3.140000000000000124e+00,6.561356964799999503e+01
3.149999999999999911e+00,6.668842687500000466e+01
3.160000000000000142e+00,6.777036620799999866e+01
3.169999999999999929e+00,6.885940436299999590e+01
3.180000000000000160e+00,6.995555812800000695e+01
3.189999999999999947e+00,7.105884436300000573e+01
3.200000000000000178e+00,7.216928000000000054e+01
3.209999999999999964e+00,7.328688204300000564e+01
3.220000000000000195e+00,7.441166756799999860e+01
3.229999999999999982e+00,7.554365372300000558e+01
3.240000000000000213e+00,7.668285772800000188e+01
3.250000000000000000e+00,7.782929687499999716e+01
3.259999999999999787e+00,7.898298852800000702e+01
3.270000000000000018e+00,8.014395012299999621e+01
3.279999999999999805e+00,8.131219916800000647e+01
3.290000000000000036e+00,8.248775324300000023e+01
3.299999999999999822e+00,8.367063000000000272e+01
3.310000000000000053e+00,8.486084716300000252e+01
3.319999999999999840e+00,8.605842252799999414e+01
3.330000000000000071e+00,8.726337396300000648e+01
3.339999999999999858e+00,8.847571940800000334e+01
3.350000000000000089e+00,8.969547687499999711e+01
3.359999999999999876e+00,9.092266444800000613e+01
3.370000000000000107e+00,9.215730028299999788e+01
3.379999999999999893e+00,9.339940260800000260e+01
3.390000000000000124e+00,9.464898972299999969e+01
3.399999999999999911e+00,9.590608000000000288e+01
3.410000000000000142e+00,9.717069188300000349e+01
3.419999999999999929e+00,9.844284388799999874e+01
3.430000000000000160e+00,9.972255460300000607e+01
3.439999999999999947e+00,1.010098426880000062e+02
3.450000000000000178e+00,1.023047268750000001e+02
3.459999999999999964e+00,1.036072259679999945e+02
3.470000000000000195e+00,1.049173588430000024e+02
3.479999999999999982e+00,1.062351444479999998e+02
3.490000000000000213e+00,1.075606018029999973e+02
3.500000000000000000e+00,1.088937499999999972e+02
3.509999999999999787e+00,1.102346082029999934e+02
3.520000000000000018e+00,1.115831956480000002e+02
3.529999999999999805e+00,1.129395316429999951e+02
3.540000000000000036e+00,1.143036355680000042e+02
3.549999999999999822e+00,1.156755268750000027e+02
3.560000000000000053e+00,1.170552250880000003e+02
3.569999999999999840e+00,1.184427498029999981e+02
3.580000000000000071e+00,1.198381206880000036e+02
3.589999999999999858e+00,1.212413574830000016e+02
3.600000000000000089e+00,1.226524799999999971e+02
3.609999999999999876e+00,1.240715081230000010e+02
3.620000000000000107e+00,1.254984618080000018e+02
3.629999999999999893e+00,1.269333610829999941e+02
3.640000000000000124e+00,1.283762260480000066e+02
3.649999999999999911e+00,1.298270768749999888e+02
3.660000000000000142e+00,1.312859338080000100e+02
3.669999999999999929e+00,1.327528171630000031e+02
3.680000000000000160e+00,1.342277473279999924e+02
3.689999999999999947e+00,1.357107447630000081e+02
3.700000000000000178e+00,1.372018300000000011e+02
3.709999999999999964e+00,1.387010236430000134e+02
3.720000000000000195e+00,1.402083463680000079e+02
3.729999999999999982e+00,1.417238189230000103e+02
3.740000000000000213e+00,1.432474621279999951e+02
3.750000000000000000e+00,1.447792968750000000e+02
3.759999999999999787e+00,1.463193441280000116e+02
3.770000000000000018e+00,1.478676249229999939e+02
3.779999999999999805e+00,1.494241603680000026e+02
3.790000000000000036e+00,1.509889716430000135e+02
3.799999999999999822e+00,1.525620800000000088e+02
3.810000000000000053e+00,1.541435067630000049e+02
3.819999999999999840e+00,1.557332733279999957e+02
3.830000000000000071e+00,1.573314011630000095e+02
3.839999999999999858e+00,1.589379118079999955e+02
3.850000000000000089e+00,1.605528268749999938e+02
3.859999999999999876e+00,1.621761680479999939e+02
3.870000000000000107e+00,1.638079570829999909e+02
3.879999999999999893e+00,1.654482158079999863e+02
3.890000000000000124e+00,1.670969661229999872e+02
3.899999999999999911e+00,1.687542300000000068e+02
3.910000000000000142e+00,1.704200294830000075e+02
3.919999999999999929e+00,1.720943866879999860e+02
3.930000000000000160e+00,1.737773238030000016e+02
3.939999999999999947e+00,1.754688630880000062e+02
3.950000000000000178e+00,1.771690268749999859e+02
3.959999999999999964e+00,1.788778375679999897e+02
3.970000000000000195e+00,1.805953176429999871e+02
3.979999999999999982e+00,1.823214896480000107e+02
3.990000000000000213e+00,1.840563762030000134e+02
4.000000000000000000e+00,1.858000000000000114e+02
4.009999999999999787e+00,1.875523838029999979e+02
4.019999999999999574e+00,1.893135504480000009e+02
4.030000000000000249e+00,1.910835228429999972e+02
4.040000000000000036e+00,1.928623239679999983e+02
4.049999999999999822e+00,1.946499768749999930e+02
4.059999999999999609e+00,1.964465046880000045e+02
4.070000000000000284e+00,1.982519306030000052e+02
4.080000000000000071e+00,2.000662778880000019e+02
4.089999999999999858e+00,2.018895698830000072e+02
4.099999999999999645e+00,2.037218300000000113e+02
4.110000000000000320e+00,2.055630817230000105e+02
4.120000000000000107e+00,2.074133486080000068e+02
4.129999999999999893e+00,2.092726542830000085e+02
4.139999999999999680e+00,2.111410224480000011e+02
4.150000000000000355e+00,2.130184768750000046e+02
4.160000000000000142e+00,2.149050414079999882e+02
4.169999999999999929e+00,2.168007399630000123e+02
4.179999999999999716e+00,2.187055965280000009e+02
4.190000000000000391e+00,2.206196351629999981e+02
4.200000000000000178e+00,2.225428799999999967e+02
4.209999999999999964e+00,2.244753552429999957e+02
4.219999999999999751e+00,2.264170851679999998e+02
4.230000000000000426e+00,2.283680941229999917e+02
4.240000000000000213e+00,2.303284065279999879e+02
4.250000000000000000e+00,2.322980468750000114e+02
4.259999999999999787e+00,2.342770397280000054e+02
4.269999999999999574e+00,2.362654097230000048e+02
4.280000000000000249e+00,2.382631815679999931e+02
4.290000000000000036e+00,2.402703800429999887e+02
4.299999999999999822e+00,2.422870299999999872e+02
4.309999999999999609e+00,2.443131563629999903e+02
4.320000000000000284e+00,2.463487841280000055e+02
4.330000000000000071e+00,2.483939383629999895e+02
4.339999999999999858e+00,2.504486442079999904e+02
4.349999999999999645e+00,2.525129268750000051e+02
4.360000000000000320e+00,2.545868116480000083e+02
4.370000000000000107e+00,2.566703238829999805e+02
4.379999999999999893e+00,2.587634890080000218e+02
4.389999999999999680e+00,2.608663325229999828e+02
4.400000000000000355e+00,2.629788800000000037e+02
4.410000000000000142e+00,2.651011570829999755e+02
4.419999999999999929e+00,2.672331894879999936e+02
4.429999999999999716e+00,2.693750030030000175e+02
4.440000000000000391e+00,2.715266234879999843e+02
4.450000000000000178e+00,2.736880768749999788e+02
4.459999999999999964e+00,2.758593891680000070e+02
4.469999999999999751e+00,2.780405864429999951e+02
4.480000000000000426e+00,2.802316948480000178e+02
4.490000000000000213e+00,2.824327406030000134e+02
4.500000000000000000e+00,2.846437500000000114e+02
4.509999999999999787e+00,2.868647494030000189e+02
4.519999999999999574e+00,2.890957652480000206e+02
4.530000000000000249e+00,2.913368240429999787e+02
4.540000000000000036e+00,2.935879523680000034e+02
4.549999999999999822e+00,2.958491768750000119e+02
4.559999999999999609e+00,2.981205242880000128e+02
4.570000000000000284e+00,3.004020214029999920e+02
4.580000000000000071e+00,3.026936950880000268e+02
4.589999999999999858e+00,3.049955722830000013e+02
4.599999999999999645e+00,3.073076800000000048e+02
4.610000000000000320e+00,3.096300453229999903e+02
4.620000000000000107e+00,3.119626954080000019e+02
4.629999999999999893e+00,3.143056574830000045e+02
4.639999999999999680e+00,3.166589588479999975e+02
4.650000000000000355e+00,3.190226268750000145e+02
4.660000000000000142e+00,3.213966890080000098e+02
4.669999999999999929e+00,3.237811727629999723e+02
4.679999999999999716e+00,3.261761057279999818e+02
4.690000000000000391e+00,3.285815155629999822e+02
4.700000000000000178e+00,3.309974300000000085e+02
4.709999999999999964e+00,3.334238768430000164e+02
4.719999999999999751e+00,3.358608839679999960e+02
4.730000000000000426e+00,3.383084793229999718e+02
4.740000000000000213e+00,3.407666909280000027e+02
4.750000000000000000e+00,3.432355468750000114e+02
4.759999999999999787e+00,3.457150753280000117e+02
4.769999999999999574e+00,3.482053045229999952e+02
4.780000000000000249e+00,3.507062627679999878e+02
4.790000000000000036e+00,3.532179784429999927e+02
4.799999999999999822e+00,3.557404799999999909e+02
4.809999999999999609e+00,3.582737959629999978e+02
4.820000000000000284e+00,3.608179549280000060e+02
4.830000000000000071e+00,3.633729855629999861e+02
4.839999999999999858e+00,3.659389166079999995e+02
4.849999999999999645e+00,3.685157768749999718e+02
4.860000000000000320e+00,3.711035952479999764e+02
4.870000000000000107e+00,3.737024006830000076e+02
4.879999999999999893e+00,3.763122222079999801e+02
4.889999999999999680e+00,3.789330889230000139e+02
4.900000000000000355e+00,3.815650299999999788e+02
4.910000000000000142e+00,3.842080746830000066e+02
4.919999999999999929e+00,3.868622522879999792e+02
4.929999999999999716e+00,3.895275922029999833e+02
4.940000000000000391e+00,3.922041238880000265e+02
4.950000000000000178e+00,3.948918768749999799e+02
4.959999999999999964e+00,3.975908807679999768e+02
4.969999999999999751e+00,4.003011652430000140e+02
4.980000000000000426e+00,4.030227600480000092e+02
4.990000000000000213e+00,4.057556950030000280e+02
5.000000000000000000e+00,4.085000000000000000e+02
5.009999999999999787e+00,4.112557050030000028e+02
5.019999999999999574e+00,4.140228400479999777e+02
5.030000000000000249e+00,4.168014352430000145e+02
5.040000000000000036e+00,4.195915207680000094e+02
5.049999999999999822e+00,4.223931268750000072e+02
5.059999999999999609e+00,4.252062838879999731e+02
5.070000000000000284e+00,4.280310222030000205e+02
5.080000000000000071e+00,4.308673722880000128e+02
5.089999999999999858e+00,4.337153646830000184e+02
5.099999999999999645e+00,4.365750300000000266e+02
5.110000000000000320e+00,4.394463989230000038e+02
5.120000000000000107e+00,4.423295022080000081e+02
5.129999999999999893e+00,4.452243706830000178e+02
5.139999999999999680e+00,4.481310352479999892e+02
5.150000000000000355e+00,4.510495268750000264e+02
5.160000000000000142e+00,4.539798766079999837e+02
5.169999999999999929e+00,4.569221155629999771e+02
5.179999999999999716e+00,4.598762749279999866e+02
5.190000000000000391e+00,4.628423859630000265e+02
5.200000000000000178e+00,4.658204799999999750e+02
5.209999999999999964e+00,4.688105884429999719e+02
5.219999999999999751e+00,4.718127427680000210e+02
5.230000000000000426e+00,4.748269745229999899e+02
5.240000000000000213e+00,4.778533153280000079e+02
5.250000000000000000e+00,4.808917968750000114e+02
5.259999999999999787e+00,4.839424509280000279e+02
5.269999999999999574e+00,4.870053093230000059e+02
5.280000000000000249e+00,4.900804039679999846e+02
5.290000000000000036e+00,4.931677668429999812e+02
5.299999999999999822e+00,4.962674299999999903e+02
5.309999999999999609e+00,4.993794255629999839e+02
5.320000000000000284e+00,5.025037857280000253e+02
5.330000000000000071e+00,5.056405427629999849e+02
5.339999999999999858e+00,5.087897290079999948e+02
5.349999999999999645e+00,5.119513768749999940e+02
5.360000000000000320e+00,5.151255188479999561e+02
5.370000000000000107e+00,5.183121874830000024e+02
5.379999999999999893e+00,5.215114154079999480e+02
5.389999999999999680e+00,5.247232353230000399e+02
5.400000000000000355e+00,5.279476799999999912e+02
5.410000000000000142e+00,5.311847822830000041e+02
5.419999999999999929e+00,5.344345750879999741e+02
5.429999999999999716e+00,5.376970914029999449e+02
5.440000000000000391e+00,5.409723642879999943e+02
5.450000000000000178e+00,5.442604268750000074e+02
5.459999999999999964e+00,5.475613123680000172e+02
5.469999999999999751e+00,5.508750540429999774e+02
5.480000000000000426e+00,5.542016852479999898e+02
5.490000000000000213e+00,5.575412394029999632e+02
5.500000000000000000e+00,5.608937499999999545e+02
5.509999999999999787e+00,5.642592506030000550e+02
5.519999999999999574e+00,5.676377748480000491e+02
5.530000000000000249e+00,5.710293564429999833e+02
5.540000000000000036e+00,5.744340291680000519e+02
5.549999999999999822e+00,5.778518268750000288e+02
5.559999999999999609e+00,5.812827834879999500e+02
5.570000000000000284e+00,5.847269330029999992e+02
5.580000000000000071e+00,5.881843094880000535e+02
5.589999999999999858e+00,5.916549470830000246e+02
5.599999999999999645e+00,5.951388799999999719e+02
5.610000000000000320e+00,5.986361425229999895e+02
5.620000000000000107e+00,6.021467690079999784e+02
5.629999999999999893e+00,6.056707938829999875e+02
5.639999999999999680e+00,6.092082516479999867e+02
5.650000000000000355e+00,6.127591768749999801e+02
5.660000000000000142e+00,6.163236042080000061e+02
5.669999999999999929e+00,6.199015683630000240e+02
5.679999999999999716e+00,6.234931041280000272e+02
5.690000000000000391e+00,6.270982463630000439e+02
5.700000000000000178e+00,6.307170300000000225e+02
5.709999999999999964e+00,6.343494900429999461e+02
5.719999999999999751e+00,6.379956615679999459e+02
5.730000000000000426e+00,6.416555797229999598e+02
